ID_cliente,Permanencia,Genero_cliente,Cliente_Tercera_Edad,Pareja_Cliente,Dependientes_del_Cliente,Meses_del_Contrato,Servicio_telefonico,Multiples_lineas_telefonicas,Sus_Internet,Sus_Seguridad_online,Sus_Respaldo_online,Sus_Protección_al_Dispositivo,Sus_Soporte_Técnico,Sus_Tv_por_cable,sus_streaming_movies,Tipo_Contrato,Preferencia_Factura,Metodo_de_Pago,Gasto_Mensual,Gasto_Total,Cuentas_Diarias
8562-GHPPI,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),19.8,19.8,0.66
8563-IIOXK,yes,male,0,yes,yes,7,yes,no,dsl,yes,no,no,no,no,no,one year,yes,electronic check,49.75,331.3,1.66
8563-OYMQY,no,male,0,no,no,17,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.95,1612.2,3.03
8564-LDKFL,no,male,0,yes,no,40,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.0,4178.65,3.53
8565-CLBZW,yes,male,0,no,no,24,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,mailed check,89.85,2165.05,2.99
8565-HBFNN,no,male,0,yes,no,69,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),107.2,7317.1,3.57
8565-WUXZU,no,male,1,yes,no,72,yes,no,fiber optic,yes,yes,no,yes,no,no,two year,yes,credit card (automatic),84.8,6141.65,2.83
8566-YPRGL,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.5,19.5,0.65
8570-KLJYJ,no,female,0,no,no,36,yes,yes,dsl,yes,no,no,no,no,no,one year,no,mailed check,54.45,1893.5,1.82
8571-ZCMCX,no,female,0,yes,yes,47,no,no,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),60.0,2768.65,2.0
8573-CGOCC,no,male,0,no,no,16,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),19.75,294.9,0.66
8573-JGCZW,no,male,0,no,no,17,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.65,351.55,0.65
8577-QSOCG,no,female,0,yes,yes,38,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.2,746.05,0.67
8580-AECUZ,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.1,79.1,2.64
8580-QVLOC,yes,female,1,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),92.45,6440.25,3.08
8582-KRHPJ,no,male,0,no,no,50,no,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed check,35.0,1782.4,1.17
8584-KMVXD,no,female,0,no,no,8,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,75.6,535.55,2.52
8587-XYZSF,no,male,0,no,no,67,yes,no,dsl,no,no,no,yes,no,no,two year,no,bank transfer (automatic),50.55,3260.1,1.68
8590-OHDIW,no,female,0,yes,yes,38,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.3,749.35,0.68
8590-YFFQO,no,male,0,yes,no,70,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),64.95,4523.25,2.16
8591-NXRCV,no,female,0,no,no,41,yes,yes,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),74.65,3090.65,2.49
8591-TKMZH,no,male,0,yes,yes,59,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,mailed check,111.1,6555.2,3.7
8592-PLTMQ,no,female,0,no,no,64,yes,yes,no,no,no,no,no,no,no,one year,no,mailed check,24.7,1642.75,0.82
8593-WHYHV,yes,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.3,264.8,2.84
8595-SIZNC,no,female,1,yes,no,22,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),25.6,548.8,0.85
8597-CTXVJ,no,male,0,no,yes,70,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer (automatic),64.95,4551.5,2.16
8597-CWYHH,no,male,0,no,no,43,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,no,mailed check,94.35,3921.3,3.14
8601-QACRS,yes,female,0,no,no,5,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,50.6,249.95,1.69
8603-IJWDN,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.6,86.6,2.89
8605-ITULD,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.55,19.55,0.65
8606-CIQUL,no,male,1,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.75,8399.15,3.86
8606-OEGQZ,no,female,0,no,yes,18,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.3,454.65,0.84
8608-OZTLB,no,male,0,yes,yes,38,yes,no,dsl,yes,yes,yes,yes,yes,no,one year,no,electronic check,74.05,2802.3,2.47
8610-WFCJF,yes,female,0,yes,yes,49,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.6,4783.5,3.19
8610-ZIKJJ,no,female,0,yes,yes,2,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.3,31.9,0.68
8612-GXIDD,no,male,0,yes,yes,12,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),25.4,313.0,0.85
8614-VGMMV,yes,female,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,49.1,679.55,1.64
8617-ENBDS,no,male,0,no,no,3,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),73.6,232.5,2.45
8619-IJNDK,no,female,0,yes,yes,71,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),64.05,4492.9,2.13
8620-RJPZN,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,20.7,20.7,0.69
8621-MNIHH,yes,female,1,yes,no,34,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.25,3217.55,3.14
8622-ZLFKO,no,female,0,yes,no,6,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.75,512.25,3.02
8623-TMRBY,yes,male,1,yes,yes,51,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.2,4146.05,2.81
8623-ULFNQ,no,female,1,no,no,26,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,66.05,1652.4,2.2
8624-GIOUT,yes,female,0,no,no,49,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),59.75,2934.3,1.99
8625-AZYZY,yes,male,0,yes,no,24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.65,2542.45,3.49
8626-PTQGE,no,male,0,no,no,69,no,no,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),60.05,4176.7,2.0
8626-XHBIE,no,male,0,no,yes,56,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,24.8,1424.2,0.83
8627-EHGIP,yes,male,0,no,no,44,no,no,dsl,no,yes,yes,no,yes,yes,one year,yes,mailed check,53.95,2375.4,1.8
8627-ZYGSZ,no,male,0,yes,no,47,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,electronic check,78.9,3650.35,2.63
8628-MFKAX,no,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),116.75,8277.05,3.89
8630-FJLIB,no,female,0,no,no,18,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,1221.65,2.33
8630-QSGXK,no,male,0,yes,no,51,yes,yes,dsl,no,no,no,yes,yes,yes,two year,yes,bank transfer (automatic),75.2,3901.25,2.51
8631-NBHFZ,yes,male,1,yes,yes,66,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),79.4,5154.6,2.65
8631-WUXGY,no,female,0,no,yes,46,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,99.8,4391.25,3.33
8631-XVRZL,no,male,0,no,no,9,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.15,163.7,0.67
8634-CILSZ,yes,male,0,no,no,69,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),104.7,7220.35,3.49
8634-MPHTR,yes,male,1,yes,no,47,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,4871.05,3.34
8637-XJIVR,yes,female,0,no,no,12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,78.95,927.35,2.63
8639-NHQEI,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,no,yes,no,two year,yes,bank transfer (automatic),95.9,6954.15,3.2
8640-SDGKB,yes,male,0,no,no,4,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,74.4,299.7,2.48
8642-GVWRF,yes,female,0,yes,no,2,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),79.7,165.0,2.66
8644-XLFBW,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.65,71.65,2.39
8644-XYTSV,no,male,0,yes,no,42,no,no,dsl,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),40.15,1626.05,1.34
8645-KOMJQ,no,male,0,yes,yes,69,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),81.95,5601.4,2.73
8645-KWHJO,no,male,0,no,no,14,no,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,55.0,771.95,1.83
8646-JCOMS,no,female,0,yes,no,66,yes,yes,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),90.55,6130.95,3.02
8647-SDTWQ,no,male,0,yes,yes,57,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.3,4018.35,2.48
8648-PFRMP,no,female,1,no,no,14,no,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,46.35,672.7,1.55
8649-VYTUC,no reporta,male,0,no,no,24,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.35,2238.5,3.01
8650-RHRKE,yes,male,0,no,no,4,no,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.65,118.5,0.99
8651-ENBZX,yes,female,1,no,no,60,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,106.0,6441.4,3.53
8652-YHIYU,no,female,0,no,yes,16,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card (automatic),79.5,1264.2,2.65
8654-DHAOW,no,female,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,54.15,101.65,1.8
8659-HDIYE,no,female,1,no,no,64,yes,yes,dsl,no,yes,yes,yes,no,yes,month-to-month,no,credit card (automatic),74.65,4869.35,2.49
8659-IOOPU,no,female,0,yes,yes,71,yes,yes,fiber optic,yes,no,yes,yes,no,yes,two year,no,electronic check,100.45,7159.7,3.35
8660-BUETV,no,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.75,148.05,1.49
8661-BOYNW,no,female,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),84.4,6096.45,2.81
8663-UPDGF,no,female,0,no,no,26,yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),69.5,1800.05,2.32
8665-UTDHZ,yes,male,0,yes,yes,1,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,30.2,30.2,1.01
8668-KNZTI,no,male,0,no,no,52,yes,no,dsl,yes,no,yes,no,no,no,one year,no,electronic check,53.75,2790.65,1.79
8670-ERCJH,no,male,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),113.4,8164.1,3.78
8670-MEFCP,no,female,0,yes,yes,36,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),92.9,3379.25,3.1
8671-KKKOS,no,female,0,yes,no,46,no,no,dsl,yes,yes,no,no,yes,no,month-to-month,no,electronic check,45.55,2062.15,1.52
8672-OAUPW,no,male,0,no,yes,51,yes,no,dsl,no,no,no,yes,no,no,one year,no,credit card (automatic),47.85,2356.75,1.6
8676-OOQEJ,no,male,0,no,no,4,no,no,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,30.5,118.4,1.02
8676-TRMJS,yes,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,75.0,209.1,2.5
8677-HDZEE,no,female,0,no,no,56,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),105.45,5916.95,3.52
8679-JOEVF,yes,female,1,no,no,16,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,59.4,1023.9,1.98
8679-LZBMD,no,male,0,yes,no,44,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),90.65,3974.15,3.02
8680-CGLTP,no,male,0,no,no,29,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,electronic check,58.75,1696.2,1.96
8681-ICONS,no,male,0,yes,yes,29,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.65,654.85,0.69
8685-WHQPW,yes,female,1,no,no,22,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.4,1692.6,2.48
8687-BAFGU,no,male,0,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,no,electronic check,74.0,74.0,2.47
8690-UPCZI,no,male,0,yes,yes,29,yes,yes,dsl,yes,no,no,yes,yes,no,one year,no,bank transfer (automatic),69.05,1958.45,2.3
8690-ZVLCL,no,female,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.0,6161.9,2.93
8695-ARGXZ,no,male,1,yes,no,34,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.55,2425.4,2.52
8695-WDYEA,no,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,51.25,51.25,1.71
8696-JKZNU,yes,female,1,no,no,37,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.25,2841.55,2.54
8699-ASUFO,yes,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.4,527.9,2.48
8701-DGLVH,no,male,0,no,no,51,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.45,1042.65,0.68
8705-DWKTI,no,male,0,no,no,52,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),83.8,4331.4,2.79
8705-WZCYL,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.8,44.8,1.49
8706-HRADD,no,male,0,no,no,21,no,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,mailed check,43.55,1011.5,1.45
8707-HOEDG,no,female,0,yes,yes,70,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,110.2,7689.8,3.67
8707-RMEZH,no,female,1,yes,no,69,yes,no,fiber optic,yes,yes,no,no,no,yes,one year,no,credit card (automatic),87.3,6055.55,2.91
8708-XPXHZ,yes,female,0,yes,yes,42,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.2,4186.3,3.14
8709-KRDVL,no,female,0,no,no,33,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.0,3320.6,3.33
8710-YGLWG,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.9,44.9,1.5
8711-LOBKY,no,male,0,yes,yes,59,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.85,1188.25,0.66
8713-IGZSO,no,male,0,no,no,2,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,24.85,62.0,0.83
8714-CTZJW,no,female,0,no,no,4,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),82.85,319.6,2.76
8714-EUHJO,yes,female,0,yes,yes,31,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,91.15,2995.45,3.04
8715-KKTFG,no,female,0,yes,no,61,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),103.3,6518.35,3.44
8717-VCTXJ,no,male,0,no,no,42,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,19.55,839.4,0.65
8718-PTMEZ,yes,female,0,no,no,13,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,31.05,347.25,1.03
8720-RQSBJ,no,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.0,44.0,1.47
8722-NGNBH,yes,male,0,no,no,5,no,no,dsl,yes,no,yes,yes,no,no,month-to-month,no,mailed check,40.0,223.45,1.33
8722-PRFDV,no,female,0,yes,yes,71,yes,no,dsl,yes,no,yes,no,yes,yes,two year,no,credit card (automatic),77.55,5574.35,2.58
8725-JEDFD,no,male,0,no,no,27,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.05,1793.25,2.3
8727-JQFHV,no,male,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.75,1123.15,0.69
8727-XDPUD,no,male,0,no,no,37,no,no,dsl,no,no,no,no,yes,no,two year,no,credit card (automatic),35.8,1316.9,1.19
8728-SKJLR,no,male,0,no,no,41,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,74.25,3089.1,2.48
8731-WBBMB,no,female,0,yes,no,26,yes,no,dsl,no,yes,yes,yes,yes,yes,month-to-month,no,bank transfer (automatic),81.9,2078.55,2.73
8732-BBLMG,no reporta,female,0,no,no,5,no,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,229.4,1.7
8734-DKSTZ,no,female,0,yes,yes,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.95,858.6,2.86
8734-FNWVH,no,male,0,yes,yes,31,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),59.7,1825.5,1.99
8735-DCXNF,no,male,0,yes,no,10,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit card (automatic),54.95,568.85,1.83
8735-IJJEG,no,male,0,yes,no,14,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),50.2,668.85,1.67
8735-NBLWT,no,male,0,no,yes,9,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.4,184.1,0.68
8735-SDUFN,no,female,1,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.3,1778.7,0.81
8738-JOKAR,no,female,0,no,no,42,yes,no,dsl,yes,yes,no,yes,no,yes,one year,yes,mailed check,67.7,2882.25,2.26
8739-QOTTN,no,female,0,yes,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.35,41.85,0.68
8739-WWKDU,yes,male,1,no,no,25,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,89.5,2196.15,2.98
8739-XNIKG,no,female,0,no,no,5,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.0,424.75,2.8
8740-CRYFY,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.95,78.95,2.63
8740-XLHDR,yes,male,0,no,no,5,no,no,dsl,yes,yes,yes,yes,no,no,month-to-month,yes,mailed check,43.25,219.0,1.44
8741-LQOBK,no,female,0,yes,yes,46,no,no,dsl,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),35.05,1620.25,1.17
8745-PVESG,no,female,0,no,no,57,no,no,dsl,yes,no,yes,yes,no,no,one year,yes,credit card (automatic),41.1,2258.25,1.37
8746-BFOAJ,no,male,1,no,no,21,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.5,429.55,0.68
8746-OQQRW,no,male,0,no,no,4,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,25.25,101.9,0.84
8747-UDCOI,no,female,0,yes,no,65,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.35,1319.95,0.64
8748-HFWBO,no,male,0,yes,yes,19,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.9,357.7,0.66
8749-CLJXC,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,20.05,0.67
8749-JMNKX,yes,male,1,yes,no,51,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),93.8,4750.95,3.13
8749-TZYEC,no,male,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),24.8,1874.3,0.83
8750-QWZAJ,no,female,0,yes,yes,70,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.8,1378.75,0.66
8751-EDEKA,no,female,0,yes,no,28,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,no,credit card (automatic),89.9,2433.5,3.0
8752-GHJFU,no,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,electronic check,92.0,6585.2,3.07
8752-IMQOS,no,male,0,yes,yes,5,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.1,85.1,0.67
8752-STIVR,yes,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.0,303.15,2.63
8754-GZCEH,no reporta,female,0,yes,no,25,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,95.15,2395.7,3.17
8755-IWJHN,no,male,1,yes,no,69,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),95.35,6382.0,3.18
8755-OGKNA,no,female,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.5,1167.6,0.65
8756-RDDLT,no,female,0,no,no,68,no,no,dsl,no,yes,no,yes,no,yes,month-to-month,no,electronic check,44.95,3085.35,1.5
8757-TFHHJ,no,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),49.8,49.8,1.66
8760-ZRHKE,no,female,1,yes,yes,71,yes,yes,dsl,yes,yes,no,no,yes,no,one year,no,electronic check,69.2,4982.5,2.31
8761-NSOBC,yes,male,0,no,no,44,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,100.55,4398.15,3.35
8763-KIAFH,no,female,0,yes,yes,27,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.55,583.3,0.68
8766-PAFNE,no,male,0,yes,no,71,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),79.1,5564.85,2.64
8769-KKTPH,no,female,0,yes,yes,63,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,credit card (automatic),99.65,6311.2,3.32
8773-HHUOZ,yes,female,0,no,yes,17,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed check,64.7,1093.1,2.16
8774-GSBUN,no,male,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.4,1797.1,0.85
8774-QWEBD,no reporta,male,0,yes,yes,40,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),20.4,745.3,0.68
8775-CEBBJ,yes,female,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.2,403.35,1.47
8775-ERLNB,no,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,74.3,74.3,2.48
8775-LHDJH,yes,female,1,yes,no,1,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.6,90.6,3.02
8777-MBMTS,no,female,1,yes,no,65,yes,no,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),105.85,6725.5,3.53
8777-PVYGU,no,female,0,yes,no,52,yes,no,dsl,yes,no,yes,no,yes,no,one year,yes,mailed check,64.3,3410.6,2.14
8778-LMWTJ,no,female,0,no,no,9,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.85,708.2,2.49
8779-QRDMV,yes,male,1,no,no,1,no,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,39.65,39.65,1.32
8779-YIQQA,no,male,0,yes,yes,21,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.8,350.1,0.66
8780-IHCRN,no,male,0,yes,yes,63,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),24.65,1574.5,0.82
8780-IXSTS,yes,female,0,no,no,6,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.1,521.3,3.0
8780-RSYYU,no,female,0,no,no,25,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),19.2,532.1,0.64
8780-YRMTT,no,female,0,no,no,66,no,no,dsl,yes,yes,yes,yes,no,no,two year,yes,mailed check,47.4,3177.25,1.58
8782-LKFPK,no,male,0,no,no,44,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,mailed check,90.4,4063.0,3.01
8782-NUUOL,no,male,0,no,no,60,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,79.0,4801.1,2.63
8784-CGILN,yes,female,0,no,no,18,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),99.85,1776.95,3.33
8785-CJSHH,no,female,0,yes,no,60,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.8,5985.75,3.33
8785-EPNCG,yes,male,0,no,no,11,yes,yes,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),23.15,245.2,0.77
8788-DOXSU,no,male,0,no,no,59,yes,no,dsl,no,no,yes,no,no,yes,one year,yes,bank transfer (automatic),61.35,3645.5,2.04
8791-GFXLZ,no,male,0,no,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),49.05,593.05,1.64
8792-AOROI,no,female,0,yes,no,8,yes,no,dsl,yes,no,no,yes,no,yes,two year,no,mailed check,65.5,564.35,2.18
8793-IZZRV,no reporta,male,0,no,no,4,no,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.55,174.3,1.48
8799-OXZMD,no,female,0,no,no,28,no,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,29.75,790.7,0.99
8800-JOOCF,no,female,0,no,yes,12,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.05,966.55,2.8
8800-ZKRFW,no,female,0,yes,yes,30,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,107.5,3242.5,3.58
8802-UNOJF,yes,male,1,no,no,12,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,mailed check,83.8,1029.75,2.79
8805-JNRAZ,no,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,49.2,103.7,1.64
